lemma;domain;distance
cebulak;os;7
cebularz;os;12
cebularz;os;6
cech;zwz;3
cedent;os;3
cefal;zw;9
cegielnia;msc;8
cegielnik;os;3
cegielnik;os;6
ceglarz;os;6
cęgosz;zw;7
cekaemista;os;8
ceklarz;os;9
celebrans;os;9
celebrant;os;9
celebryta;os;7
celnik;os;11
celnik;os;4
celnik;os;9
Celt;os;6
celtolog;os;8
celurozaur;zw;7
cemenciarz;os;8
cementownia;msc;8
cenobiorca;grp;4
cenobita;os;9
cenotwórca;zwz;4
centaur;zw;4
center;os;8
centrala;grp;3
centralista;os;8
centralizator;zwz;5
centrolew;grp;4
centrolewica;grp;4
centrolewicowiec;os;8
centroprawica;grp;4
centroprawicowiec;os;8
centrowiec;os;9
centrysta;os;9
centuria;grp;6
centurion;os;8
centuś;os;8
cenzor;os;6
cenzor;os;9
cenzura;zwz;5
cep;os;7
ceper;os;6
ceramik;os;6
ceratops;zw;6
ceratozaur;zw;7
cerber;os;8
ceremoniarz;os;7
cerkaria;zw;5
cerkiew;msc;5
Cerkiew;zwz;5
cerkiew;zwz;7
cerkiew bojkowska;msc;6
cerkiew huculska;msc;6
cerkiew łemkowska;msc;6
ceroferariusz;os;8
cerowacz;os;8
cerowacz;os;9
certa;zw;9
cesarstwo;grp;4
cesarstwo;grp;7
cesarstwo;st;5
cesarz;os;6
cesarzewicz;os;11
cesarzowa;os;8
cesarzówna;os;10
cesjonariusz;os;7
cetyniec;zw;5
cezar;os;7
chabeta;zw;9
chachar;os;7
chadecja;grp;5
chadek;os;9
Chaldejczyk;os;8
chalif;os;5
chalkograf;os;11
chałturnik;os;6
chałturowiec;os;6
chałturzysta;os;6
chałupnik;os;6
chałupnik;os;7
cham;os;6
cham;os;7
chamka;os;7
champion;os;7
champion;zw;4
chan;msc;9
chan;os;6
chana;msc;9
chanat;msc;8
charakter;os;5
charakternik;os;6
charakternik;os;8
charakterolog;os;9
charakteropata;os;10
charakteryzator;os;8
charcica;zw;5
charcik;zw;10
charcik włoski;zw;11
chargé d'affaires;os;11
charłactwo;grp;2
charłak;os;7
chart;zw;9
chart afgański;zw;10
chartka;zw;6
chart rosyjski;zw;10
charyzmatyk;os;7
chasyd;os;9
chciwiec;os;6
checkpoint;msc;6
chedyw;os;6
chełbia;zw;7
chełbia modra;zw;7
chełmiak;zw;8
chemigraf;os;8
chemik;os;12
chemik;os;7
chera australijska;zw;8
cherlak;os;6
cherlawiec;os;6
cherub;os;3
cherub;os;4
cherubin;os;3
cherubin;os;4
cherubin;os;6
chichot;os;8
chichotek;os;8
chiliasta;os;9
chimera;zw;9
chimera pospolita;zw;10
chimeryk;os;7
Chińczyk;os;6
Chinol;os;7
chippendale;os;10
chirolog;os;9
chiromanta;os;8
chiropterolog;os;9
chirurg;os;10
chirurg plastyczny;os;11
chlamida;zw;8
chlebodawca;os;4
chlebodawca;os;7
chlewmistrz;os;9
chłop;os;6
chłop;os;7
chłopak;os;10
chłopak;os;6
chłopak;os;7
chłopak na posyłki;os;7
chłopczyca;os;8
chłopek-roztropek;os;8
chłopię;os;11
chłopiec;os;10
chłopiec;os;6
chłopiec;os;7
chłopiec do bicia;os;8
chłopiec kredensowy;os;8
chłopiec na posyłki;os;6
chłopiec na posyłki;os;7
chłopiec okrętowy;os;7
chłopina;os;7
chłop jak dąb;os;7
chłopoman;os;7
chłoporobotnik;os;7
chłop pańszczyźniany;os;7
chłystek;os;7
chmielarnia;msc;7
chmielarnia;msc;9
chmielarz;os;10
chmielnik;msc;7
chmielnik;msc;9
chmyz;os;7
chmyz;zw;9
chochlarz;os;6
chochoł;zw;8
chodnikowiec;os;6
chodzący kościotrup;os;8
chodziarz;os;7
chojrak;os;7
cholera;os;6
cholernica;os;7
cholernik;os;7
choleryczka;os;7
choleryk;os;7
choleryk;os;8
cholewkarz;os;9
chomik;os;10
chomik;zw;6
chomik europejski;zw;7
chopinista;os;11
chopinista;os;8
chopinolog;os;8
chór;grp;3
chór;grp;4
chór;grp;5
chorągiewka na wietrze;os;6
choralista;os;8
chorąży;os;5
chorąży;os;6
chorąży;os;7
chorąży;os;8
choreg;os;6
choreograf;os;8
chórmistrz;os;8
Chorwat;os;6
chory;os;6
chory psychicznie;os;8
chorzowianin;os;7
chórzysta;os;10
chow-chow;zw;8
chrabąszcz;zw;8
chromy;os;8
chronik;os;7
chronograf;os;9
chronometrażysta;os;10
chronometrażysta;os;8
chrupacz;os;6
chrystusowiec;os;10
chrzanowianin;os;7
chrząszcz;zw;7
chrząszcz wodny;zw;8
chrzciciel;os;6
chrześcijanin;os;8
chrześcijańska demokracja;grp;5
chrześniaczka;os;10
chrześniak;os;11
chuchrak;os;6
chuchro;os;6
chuderlak;os;7
chudeusz;os;7
chudopachołek;os;5
chudopachołek;os;7
chudy;os;7
chudziak;os;6
chudziak;os;7
chudzielec;os;7
chudzina;os;6
chudzina;os;7
chuj;os;7
chuligan;os;6
chuliganeria;grp;3
chwalca;os;6
chwalipięta;os;8
chwat;os;6
chytra sztuka;os;5
chytrus;os;7
ciacho;os;6
ciągacz;os;9
ciało;zwz;3
ciało pedagogiczne;grp;4
ciamajda;os;8
ciamcia;os;6
ciamciaramcia;os;6
ciapa;os;6
ciapciak;os;6
ciastkarnia;msc;6
ciastkarz;os;8
cicerone;os;7
cicha woda;os;7
cichociemny;os;9
cichy wspólnik;os;5
cieć;os;9
ciekawski;os;6
ciekawy;os;6
cielak;zw;5
cielę;os;7
cielę;zw;5
cielec;zw;6
cielęcina;os;7
cielica;zw;6
ciemięzca;os;9
ciemiężca;os;9
ciemiężyciel;os;9
ciemna masa;os;7
ciemniak;os;7
cień;os;4
cienias;os;6
cienias;os;7
ciepłe kluchy;os;8
ciepłe kluski;os;8
ciepłownia;msc;8
ciepłownik;os;7
ciepluch;os;5
ciernik;zw;9
cierpiętnik;os;7
cieśla;os;7
cieśla okrętowy;os;9
cieszynianin;os;7
cietrzew;zw;8
ciężarna;os;7
ciężarowiec;os;6
cinkciarz;os;7
ciocia;os;8
ciocia;os;9
ciosa;zw;9
ciota;os;7
ciota;os;8
cioteczny dziadek;os;10
ciotka;os;8
ciotka;os;9
cipa;os;7
cipa;os;8
cipa;os;9
cipka;zw;9
ciucholand;msc;6
ciućma;os;7
ciul;os;7
ciułacz;os;9
ciura;os;7
ciura;os;8
ciwun;os;12
ciżba;grp;3
cizia;os;7
clerk;os;10
clerk;os;7
clown;os;6
clown;os;7
ćma;zw;8
ćmok;os;4
cmuk;os;4
ćmuk;os;4
cnotka;os;7
cocker-spaniel;zw;9
cocktail-bar;msc;9
cocktailbar;msc;9
collie;zw;9
contessa;os;8
contubernium;grp;6
copywriter;os;7
córa Koryntu;os;10
córka;os;8
córka;os;9
cosa nostra;grp;5
cowboy;os;8
ćpun;os;8
cracker;os;7
cudak;os;7
cudotwórca;os;5
cudowne dziecko;os;7
cudowronek;zw;7
cudzołożnik;os;8
cudzoziemiec;os;5
cugant;zw;10
cukierenka;msc;9
cukiernia;msc;6
cukiernia;msc;8
cukiernik;os;7
cukrownia;msc;8
cukrownik;os;7
cukrzyk;os;7
cukrzyk;zw;8
cwaniak;os;7
ćwierćfinalista;os;6
ćwierćinteligent;os;7
ćwok;os;6
cybernetyk;os;7
cyberprzestępca;os;8
cyberterrorysta;os;9
cybeta;zw;5
cyborg;wytw;3
cygaj;zw;6
Cygan;os;5
cygan;os;6
cygan;os;7
cyganeria;grp;3
cyganolog;os;10
cyjanobakteria;zw;4
cyjanofit;zw;4
cykada;zw;7
cykliniarz;os;8
cyklista;os;7
cyklop;zw;4
cykor;os;6
cymbał;os;8
cymbalista;os;11
cyngiel;os;11
cyngiel;zw;10
cynik;os;7
cynik;os;9
cynkownia;msc;9
cynodont;zw;5
Cypryjczyk;os;6
cyraneczka;zw;8
cyranka;zw;9
cyrenaik;os;9
cyrk;zwz;2
cyrkowiec;os;5
cyrkowiec;os;6
cyrkówka;os;9
cyrkuł;msc;7
cyrulik;os;9
cysters;os;10
cytolog;os;8
cytrynek;zw;9
cytrzysta;os;10
cyweta;zw;5
cywil;os;7
cywilista;os;7
cywilizator;os;7
cyzelator;os;6
cyzeler;os;6
czaban;os;11
czaban;zw;7
czajka;zw;8
czambuł;grp;6
czapkarz;os;7
czapla;zw;8
czapla biała;zw;9
czapla nadobna;zw;9
czapla purpurowa;zw;9
czapla siwa;zw;9
czapnik;os;7
czarcie nasienie;os;6
czarna owca;os;7
czarnogłówka;zw;6
czarnogłówka;zw;8
Czarnogórzec;os;6
czarnoksiężnik;os;3
czarnoskóry;os;7
czarnowidz;os;7
czarnuch;os;7
czarnuch;os;8
Czarny;os;7
czarny;os;8
czarny charakter;os;7
Czarny Jeździec;os;4
czarny koń;os;7
czarny zwierz;zw;5
czarodziej;os;3
Czarodziej;os;5
czarodziejka;os;7
czarownica;os;3
czarownica;os;8
czarownik;os;5
czart;os;3
czart;os;6
czartysta;os;7
czaruś;os;8
czaszkowiec;zw;5
czata;grp;5
czatownik;os;4
czatownik;os;6
czatownik;os;8
czchowianin;os;7
czciciel;os;6
czebol;zwz;6
Czech;os;6
Czechosłowak;os;7
czeczota;zw;8
czeczotka;zw;8
czeczotka zwyczajna;zw;8
czeczuga;zw;9
Czejen;os;7
czekista;os;8
czeladnik;os;6
czeladź;grp;4
czelista;os;10
czempion;os;7
czempion;zw;4
czempion wszechwag;os;7
czereda;grp;2
Czerkies;os;7
czerkies;zw;9
czernica;zw;8
czerpalnia;msc;9
czerpalnia papieru;msc;9
czerw;zw;5
czerwiec;zw;7
czerwiec koszenilowy;zw;7
czerwiec polski;zw;8
czerwonak;zw;8
czerwończyk;zw;9
czerwoni;grp;4
czerwonoarmista;os;8
czerwonogwardzista;os;8
czerwonogwardzista;os;9
czerwonoskóry;os;6
czerwony;os;10
cześnik;os;11
cześnikowa;os;8
częstochowianin;os;7
czeta;grp;6
czetnik;os;9
człek;os;4
członek;os;2
członek;os;5
członek dawnego ludu;os;5
członek ludu wyróżnionego na podstawie religii;os;5
członek partii politycznej;os;8
członek rodziny;os;6
członek założyciel;os;3
człowieczek;os;6
człowieczek;os;7
człowieczyna;os;4
człowiek;os;3
człowiek;os;4
człowiek;os;5
człowiek;os;6
człowiek;os;7
człowiek charakteryzowany pod względem wieku;os;4
człowiek charakteryzowany w odniesieniu do jego stanu majątkowego;os;4
człowiek charakteryzowany ze względu na cechy fizyczne;os;6
człowiek charakteryzowany ze względu na cechy osobowości;os;6
człowiek charakteryzowany ze względu na kwalifikacje;os;4
człowiek charakteryzowany ze względu na miejsce pobytu;os;4
człowiek czynu;os;7
człowiek guma;os;7
człowiek honoru;os;7
człowiek instytucja;os;6
człowiek interesu;os;3
człowiek kopalny;os;5
człowiek, którego cechuje określona postawa;os;6
człowiek, który coś zrobił;os;4
człowiek, który mówi;os;6
człowiek, który pisze;os;6
człowiek, który się komunikuje;os;5
człowiek, który się przemieszcza;os;5
człowiek, który wykonuje czynności religijne;os;5
człowiek mało ważny;os;5
człowiek należący do określonej subkultury;os;5
człowiek nazwany jakoś ze względu na dzielone poglądy;os;6
człowiek nazywany ze względu na przekonania religijne;os;7
człowiek neandertalski;os;6
człowiek oceniany negatywnie;os;5
człowiek określany familiarnie;os;6
człowiek określany jakoś ze względu na predyspozycje umysłowe;os;6
człowiek określany pieszczotliwie;os;6
człowiek o określonej narodowości, przynależności państwowej;os;5
człowiek o określonych poglądach politycznych;os;7
człowiek o określonych preferencjach seksualnych;os;5
człowiek o wielkim sercu;os;7
człowiek pekiński;os;6
człowiek pióra;os;7
człowiek płci męskiej;os;5
człowiek płci żeńskiej;os;5
człowiek posiadający jakieś nadprzyrodzone zdolności;os;4
człowiek pozbawiony wolności;os;5
człowiek pracy;os;6
człowiek prowadzący określony tryb życia;os;4
człowiek renesansu;os;7
człowiek rozumny;os;4
człowiek śniegu;zw;3
człowiek starej daty;os;7
człowiek światowy;os;6
człowiek ukarany;os;4
człowiek uprzedzony;os;7
człowiek wielkiego ducha;os;7
człowiek wielkiego serca;os;7
człowiek w trakcie wypoczynku, ze względu na jego formę;os;5
człowiek ze względu na pełnioną funkcję;os;4
człowiek ze względu na płeć;os;5
człowiek ze względu na pochodzenie etniczne;os;4
człowiek ze względu na rasę;cech;5
człowiek ze względu na relacje społeczne;os;4
człowiek ze względu na swoje zajęcie;os;4
człowiek zmieniający miejsce pobytu;os;5
człowiek z wadą wzroku;os;7
czołgista;os;8
czołówka;grp;2
czołówka;grp;4
czołówka;grp;8
czort;os;3
czort;os;6
czterdziestolatek;os;6
czternastak;zw;6
czternastolatek;os;7
czternastolatka;os;9
czterokropek;zw;8
czterolatek;os;9
czterystumetrowiec;os;8
czub;os;10
czub;os;6
czubatka;zw;8
czubek;os;10
czubek;os;6
czujka;grp;6
czumak;os;7
czupiradło;os;8
czwartak;os;7
czwartak;os;8
czwartoklasista;os;7
czwartoligowiec;os;8
czwórka;grp;6
czworonóg;zw;4
czynownik;os;10
czynszownik;os;3
czynszownik;os;4
czyścibut;os;9
czyściciel;os;10
czyściciel;os;8
czyścioch;os;8
czyszczalnia;msc;7
czytelnik;os;4
czytelnik;os;6
czyż;zw;8
czyż pospolity;zw;8
czyżyk;zw;8
czyż zwyczajny;zw;8
dąbrowianin;os;7
dąbrowszczak;os;8
dacharz;os;8
dachówczarnia;msc;8
dachowiec;zw;7
dachówkarz;os;7
dadaista;os;10
dafnia;zw;8
dagerotypista;os;8
dalajlama;os;8
daleka krewna;os;8
daleki krewny;os;8
dalekowidz;os;8
dalekowzroczny;os;8
dalmatyńczyk;zw;8
dałn;os;6
daltonista;os;8
dama;os;7
dama do towarzystwa;os;10
dama kameliowa;os;10
damesa;os;10
damski bokser;os;7
damula;os;10
damula;os;7
damulka;os;10
dandys;os;8
daniel;zw;5
danser;os;6
dantonista;os;9
darczyńca;os;5
darmozjad;os;7
darniówka;zw;9
darniówka tatrzańska;zw;10
darniówka zwyczajna;zw;10
daruma;zw;9
darwinista;os;8
daspletozaur;zw;7
dawca;os;5
dawca narządów;os;6
dawca narządów;os;8
dawca organów;os;6
dawca organów;os;8
dawna marynarka wojenna;zwz;8
dawne państwo;grp;4
dawne wojsko lądowe;zwz;8
dawny urzędnik;os;9
dawny wędrowny poeta, śpiewak, grajek, uliczny artysta;os;9
dealer;os;5
dealer;os;6
dębiczanin;os;7
debil;os;6
debil;os;9
debiutant;os;7
deblista;os;6
deblista;os;7
decemwir;os;9
decha;os;9
decydent;os;6
defensor;os;7
defetysta;os;7
defilator;zw;5
defraudant;os;7
degenerat;os;8
degustator;os;7
deista;os;8
dej;os;8
dekabrysta;os;8
dekadent;os;10
dekadent;os;8
dekanat;st;6
dekarz;os;8
deklamator;os;4
deklamator;os;8
dekorator;os;9
dekorator wnętrz;os;9
dekownik;os;6
dekurion;os;10
dekurion;os;8
delator;os;5
delegacja;grp;3
delegat;os;6
delegatura;msc;4
delfin;os;11
delfin;os;7
delfin;zw;9
delikatniś;os;8
delikwent;os;4
delikwent;os;6
deliryk;os;8
deltiolog;os;8
demagog;os;8
demaskator;os;7
demeryt;os;7
demi-monde;grp;3
demistyfikator;os;7
demiurg;os;4
demiurg;os;6
demiurg;os;8
demobil;zwz;5
demograf;os;9
demokracja;grp;4
demokrata;os;8
demokrata;os;9
demoludy;grp;3
demon;os;3
demon;os;4
demon;os;6
demonolog;os;7
demonstracja;grp;2
demonstrant;os;8
demonstrator;os;5
demoralizator;os;7
denat;os;5
dendrolog;os;9
dentysta;os;9
denuncjator;os;8
dependent;os;8
depesz;os;6
depeszowiec;os;6
depeszowiec;os;9
deponent;os;4
deportowany;os;6
depozytariusz;os;2
deprawator;os;7
deputacja;grp;3
deputat;os;7
deputowany;os;7
deputowany;os;8
deratyzator;os;6
derbista;zw;10
deresz;zw;10
dereszowata;zw;11
dereszowaty;zw;10
derkacz;zw;8
dermatolog;os;10
derwisz;os;7
derwisz;os;9
desa;msc;7
desant;grp;5
desantowiec;os;7
descendent;os;8
designer;os;9
deska;os;9
deskorolkarz;os;6
deskryptywista;os;8
desman;zw;8
desperat;os;8
despota;os;5
despota;os;8
despotia;grp;8
destruktor;os;6
destylarnia;msc;7
deszczułkarnia;msc;8
detalista;os;5
detalista;os;8
detektyw;os;5
detektyw;os;8
determinista;os;8
dętka;os;5
dętka;os;7
developer;os;5
dewa;os;4
dewastator;os;7
deweloper;os;5
dewiant;os;6
dewiat;os;6
dewizowiec;os;6
dewizowiec;os;7
dewizówka;os;10
dewot;os;8
dezerter;os;7
dezynfektor;os;8
dezynsektor;os;6
diabeł;os;3
diabeł;os;6
diabeł błotny;zw;8
diabelec;os;6
diabeł morski;zw;9
diabeł tasmański;zw;9
diabetolog;os;10
diabetyk;os;7
diablica;os;8
diada;grp;4
diadoch;os;8
diagnosta;os;5
diagnosta;os;9
diagnostyk;os;9
diak;os;10
diak;os;9
diakon;os;7
diakon;os;9
diakonat;zwz;3
diakonisa;os;8
dialektolog;os;9
dialektyk;os;10
dialektyk;os;11
dialektyk;os;8
dialogista;os;8
dialogista;os;9
diament;os;6
diarysta;os;8
dicynodon;zw;5
dicynodont;zw;5
didżej;os;7
didżej;os;9
dietetyk;os;7
diler;os;5
diler;os;6
dinozaur;os;7
dinozaur;zw;5
dintojra;zwz;5
diodon jeżyk;zw;9
dipis;os;8
diplodok;zw;6
diplokok;rz;4
disc jockey;os;7
diugoń;zw;10
diuk;os;6
diuk;os;9
diva;os;8
diwa;os;8
DJ;os;7
DJ;os;9
dłoń topielca;zw;7
długodystansowiec;os;8
długopłetwiec;zw;10
długowłosy;os;7
dłużnik;os;3
dłużnik;os;5
dłużnik solidarny;os;4
dłużnik wekslowy;os;4
dmuchacz;os;9
dno;os;7
doberman;zw;8
dobijak;zw;9
dobosz;os;6
dobroczyńca;os;9
dobrodziej;os;9
dobry człowiek;os;6
dobry duch;os;3
dobry wujaszek;os;7
dobry wujek;os;7
docent;os;9
dochodząca dziewczyna;os;8
dochodząca kobieta;os;8
dochodzeniówka;zwz;5
dochtor;os;9
dochtór;os;9
dodo;zw;6
dog;zw;8
dog arlekin;zw;10
dogmatyk;os;10
dog niemiecki;zw;9
dogoterapeuta;os;10
doiciel;os;9
dojarz;os;9
dójka;zw;6
doker;os;7
doksograf;os;8
doktor;os;8
doktór;os;9
doktorant;os;6
doktor habilitowany;os;9
doktor Kościoła;os;8
doktorostwo;grp;4
doktorowa;os;8
doktryner;os;10
dokumentalista;os;6
dokumentalista;os;8
dokumentarzysta;os;6
dokumentarzysta;os;8
doliniarz;os;10
Dolnoślązak;os;7
doły;grp;3
dom;grp;3
dom;pos;2
dom;zwz;3
domator;os;5
dom Boży;msc;4
dom dziecka;msc;4
dom gry;msc;4
dominikanin;os;10
dominium;grp;6
dom kultury;msc;4
domokrążca;os;7
dom otwarty;zwz;3
domowik;os;6
domownicy;grp;2
domownik;os;6
domownik;os;7
domowoj;os;6
dom panujący;grp;3
dom poprawczy;msc;4
dom publiczny;msc;4
dom starców;msc;4
dom towarowy;msc;4
dom wariatów;msc;4
dom zdrojowy;msc;4
don;os;7
donator;os;6
donatysta;os;7
donkiszot;os;8
donna;os;8
donosiciel;os;7
donżuan;os;7
doradca;os;6
doręczyciel;os;4
dorobkiewicz;os;6
dorosły;os;5
dorożkarz;os;10
dorsz;zw;9
dorsz bałtycki;zw;10
doskonałość;os;5
dostarczyciel;os;3
dostawca;os;3
dostawca;zwz;4
dostojnik;os;9
dostojnik kościelny;os;8
doświadczalnik;os;9
dowcipas;os;7
dowcipniś;os;7
down;os;9
dowódca;os;6
dowództwo;grp;5
doża;os;5
dozorca;os;7
dozymetrysta;os;9
dożywotnik;os;7
drab;os;8
drągal;os;7
dragoman;os;7
dragon;os;7
dragon;os;8
dragonia;grp;6
dramatopisarz;os;8
dramaturg;os;8
drań;os;7
drapichrust;os;5
drapieżca;os;8
drapieżca;zw;5
drapieżnik;zw;5
dręczyciel;os;8
dres;os;6
dresiarz;os;6
drętwa;zw;9
drewno;os;6
driada;zw;5
dribler;os;7
drifter;os;7
driopitek;zw;4
drobiarz;os;10
drobina;os;7
drobnomieszczanin;os;6
drobnomieszczanin;os;7
drobnomieszczanka;os;7
drobny ciułacz;os;10
drogeria;msc;7
drogerzysta;os;6
drogi;os;7
drogista;os;6
drogman;os;7
drogowiec;os;8
drogowiec;os;9
drogówka;zwz;5
dromader;zw;7
dront;zw;5
dront dodo;zw;6
drop;zw;7
dropiata;zw;11
dropiaty;zw;10
drow;os;4
drozd;zw;8
drozd;zw;9
drozd modrak;zw;9
drozd oliwkowy;zw;9
drozd rdzawoboczny;zw;9
drozd skalny;zw;9
drozd śpiewak;zw;9
droździk;zw;9
dróżnik;os;9
drozofila;zw;9
druciarz;os;8
druga połowa;os;6
drugi oficer;os;10
Drugi Świat;grp;3
drugoklasista;os;7
drugoligowiec;os;8
drugoroczniak;os;7
drugoroczny;os;7
druh;os;6
druid;os;7
druidyzm;zwz;3
drukarnia;msc;8
drukarz;os;5
drukarz;os;7
drutowiec;zw;5
drutownia;msc;7
druz;os;7
druża;grp;4
drużba;os;5
drużbant;os;5
druzowie;grp;5
drużyna;grp;3
drużyna;grp;6
drużyna;grp;8
drużyna harcerska;grp;4
drużyna sportowa;grp;4
drużynnik;os;7
drużynowy;os;7
drwal;os;7
drwalnik;zw;8
drwalnik paskowany;zw;9
dryblas;os;7
drybler;os;7
drzemlik;zw;8
drzewiarz;os;7
drzewojad;zw;8
drzeworytnia;msc;7
drzeworytnik;os;11
drzewoznawca;os;9
dualista;os;8
dubelt;zw;8
dubler;os;5
dublińczyk;os;7
duch;os;4
duch;os;6
duch opiekuńczy;os;5
duchowny;os;6
duchowy ojciec;os;5
duchowy przywódca;os;8
duda;os;11
dudarz;os;11
dudek;zw;8
dudziarz;os;11
duet;grp;3
duet;grp;4
dujker;zw;8
dula;os;7
dulcynea;os;9
Duma;grp;7
Duńczyk;os;6
dupa;os;7
dupa;os;8
dupa;os;9
dupa wołowa;os;7
dupek;os;6
dupek żołędny;os;7
dureń;os;6
dusiciel;os;10
dusiciel;zw;9
dusigrosz;os;8
dusza;os;4
duszpasterstwo;grp;4
duszpasterz;os;7
dwoinka;rz;4
dwoinka rzeżączki;zw;5
dwoinka zapalenia opon mózgowych;rz;4
dwójarz;os;7
dwójca;grp;3
dwójka;grp;3
dwójkarz;os;7
dwójkowicz;os;7
dwór;grp;3
dwór;grp;5
dworak;os;7
dworak;os;8
dworowy;os;6
dworzanin;os;8
dwuboista;os;7
dwudziestak;zw;6
dwudziestolatek;os;6
dwudziestolatek;cech;5
dwudziestolatka;cech;5
dwulatek;os;9
dwunastak;zw;6
dwunastolatek;os;7
dwunóg;zw;3
dwuparzec;zw;7
dwurożec;zw;3
dwuzawodowiec;os;6
dybuk;os;5
dydaktyk;os;9
dydelf;zw;6
dyfuzjonista;os;8
dygnitarstwo;st;5
dygnitarz;os;9
dykasteria;zwz;6
dyktator;os;5
dyktator;os;8
dyktator;os;9
dyktator mody;os;9
dyletant;os;6
dymacz;os;7
dymarz;os;10
dymówka;zw;9
dynasta;os;6
dynastia;grp;3
dyon;grp;7
dyplomacja;grp;2
dyplomant;os;6
dyplomata;os;10
dyplomata;os;5
dyplomatyk;os;8
dypsoman;os;6
dypsomaniak;os;6
dyrekcja;grp;4
dyrekcja;st;5
dyrektor;os;6
dyrektor;os;8
dyrektoriat;zwz;5
dyrektorium;grp;3
dyrektorowa;os;8
dyrektorstwo;grp;4
dyrektorstwo;st;5
dyrektor szkoły;os;7
dyrektura;st;5
dyro;os;7
dyrygent;os;7
dysertant;os;6
dyskdżokej;os;7
dyskobol;os;8
dyskont;msc;6
dyskonter;os;8
dyskoteka;msc;9
dyskowiec;zw;7
dyskutant;os;9
dyslektyk;os;7
dyspaszer;os;7
dysponent;os;6
dyspozytor;os;6
dysputant;os;9
dysputator;os;9
dystrybutor;os;4
dystrybutor;pos;5
dysydent;os;10
dysydent;os;5
dyszkancista;os;11
dyszkant;os;11
dywaniarz;os;7
dywersant;os;7
dywizjon;grp;6
dywizjon artylerii;grp;7
dywizjon bombowców;grp;8
dywizjon bombowy;grp;8
dywizjoner;os;7
dywizjonista;os;10
dywizjon kawaleryjski;grp;7
dywizjon lotniczy;grp;7
dywizjon myśliwców;grp;8
dywizjon myśliwski;grp;8
dywizjon okrętów;grp;7
dyzunita;os;10
dyżurny ruchu;os;9
dżaga;os;7
dżamahirijja;grp;7
dzbanecznik;rsl;7
dżdżownica;zw;5
dżdżownica ziemna;zw;6
dżelada;zw;10
dżentelmen;os;6
dżezmen;os;9
dziad;os;10
dziad;os;6
dziad;os;7
dziad;os;9
dziadek;os;7
dziadek;os;8
dziadek;os;9
dziadek stryjeczny;os;10
dziad kalwaryjski;os;7
dziadkowie;grp;4
dziadostwo;grp;4
dziadyga;os;8
dziadzisko;os;8
działacz;os;6
działkowicz;os;7
działkowiec;os;7
działon;grp;8
działonowy;os;7
dzianet;zw;9
dzicz;grp;2
dziczek;zw;6
dziczyca;zw;6
dzidzia;os;7
dzidziuś;os;7
dzieciaczek;os;7
dzieciak;os;6
dzieciak;os;8
dzieciątko;os;7
dzieci kwiaty;grp;4
dziecina;os;7
dzieciobójca;os;10
dzięcioł;zw;8
dzięciołek;zw;9
dzięcioł mały;zw;9
dzieciuch;os;7
dzieciuch;os;8
dziecko;os;6
dziecko;os;9
dziecko epoki;os;6
dziecko natury;os;5
dziecko specjalnej troski;os;7
dziecko szczęścia;os;6
dziecko ulicy;os;7
dziecko wieku;os;7
dziecko ze względu na wiek;os;7
dziecko z probówki;os;10
dziedzic;os;3
dziejopis;os;8
dziejopisarz;os;8
dziekan;os;11
dziekan;os;4
dziekan;os;6
dziekan;os;7
dziekan;os;8
dzielnicowy;os;8
dziennikarz;os;8
dziennikarz prasowy;os;9
dziennikarz radiowy;os;9
dziennikarz śledczy;os;9
dziennikarz sportowy;os;9
dziennikarz telewizyjny;os;9
dziennikarzyna;os;9
dzienny;os;7
dzierlatka;os;8
dzierlatka;zw;9
dzierżawca;os;3
dzierzba;zw;8
dzierzba czarnoczelna;zw;9
dzierzba gąsiorek;zw;9
dzierzba srokosz;zw;9
dzierżyciel;os;7
dziesiątak;zw;6
dziesiąta woda po kisielu;os;9
dziesiątka;grp;6
dziesięcioboista;os;7
dziesięciolatek;os;8
dziesięciolatka;zwz;4
dziesięciornica;zw;7
dziesiętnik;os;7
dziesiętnik;os;8
dziewczę;os;8
dziewczyna;os;7
dziewczyna jak łania;os;8
dziewczyna lekkich obyczajów;os;10
dziewczyna lekkiego prowadzenia;os;10
dziewczyna uliczna;os;10
dziewczynina;os;8
dziewczynka;os;10
dziewczynka;os;6
dziewczynka;os;9
dzieweczka;os;8
dziewiarnia;msc;8
dziewiarz;os;7
dziewiąta woda po kisielu;os;9
dziewica;os;7
dziewica;os;9
dziewięćdziesięciolatek;os;8
dziewięciolatek;os;8
dziewiętnastolatek;os;7
dziewka;os;11
dziewoja;os;8
dziewosłąb;os;8
dziewosłęb;os;8
dzik;os;5
dzik;zw;5
dzikarz;zw;8
dziki;os;5
dziki lokator;os;5
dzikus;os;5
dzikus;os;6
dżin;os;3
dżinista;os;8
dżinn;os;3
dziobak;zw;9
dzioborożec;zw;8
dzioborożec wielki;zw;9
dziunia;os;7
dziurawe ręce;os;9
dziwa;os;8
dziwak;os;7
dziwka;os;8
dziwka;os;9
dziwkarz;os;8
dziwonia;zw;8
dziwożona;os;4
dżokej;os;7
dżudok;os;7
dżudoka;os;7
dżudowiec;os;7
dźwiękowiec;os;8
dźwigowy;os;9
dzwoniec;zw;8
dzwoniec zwyczajny;zw;8
dzwonnik;os;6
dżygit;os;7
ebenista;os;7
ebionita;os;8
eblis;os;4
echinokok;zw;5
eden;msc;7
edredon;zw;9
